"id","PlayerName","DraftAge","Country","Height","Weight","Position","DraftYear","Overall","CSS_rank","rs_GP","rs_G","rs_A","rs_P","rs_PIM","rs_PlusMinus","po_GP","po_G","po_A","po_P","po_PIM","po_PlusMinus","sum_7yr_GP","sum_7yr_TOI"
"12,171",Matt Fillier,19,Canada,72,174,L,"2,007",188,49,63,18,18,36,118,-28,4,0,1,1,2,0,,
"11,662",Jordan Knackstedt,19,Canada,75,201,R,"2,007",189,98,72,23,33,56,98,19,,,,,,,,
"12,587",Trevor Nill,18,USA,75,194,C,"2,007",190,,24,6,10,16,23,0,,,,,,,,
"15,035",Ryan Watson,19,Canada,73,194,L,"2,007",191,,37,27,29,56,55,0,9,2,7,9,18,0,,
"14,396",Scott Kishel,18,USA,71,190,D,"2,007",192,,0,14,34,48,0,0,,,,,,,,
"12,542",David Skokan,19,Slovakia,72,183,C,"2,007",193,40,58,14,23,37,84,-3,,,,,,,,
"3,415",Johan Alcen,19,Sweden,74,194,L,"2,007",195,164,68,19,33,52,62,14,5,1,1,2,0,0,,
"12,556",Simon Lacroix,18,Canada,73,172,D,"2,007",196,148,60,11,27,38,66,-11,4,0,2,2,6,0,,
"15,034",Michael Ward,18,Canada,74,181,D,"2,007",197,156,58,0,7,7,39,7,11,0,1,1,16,1,,
"14,389",Danny Hobbs,18,Canada,71,192,C,"2,007",198,147,60,10,11,21,36,-28,4,0,2,2,2,-2,,
"20,907",Andrew Glass,18,USA,71,185,L,"2,007",199,87,18,7,10,17,0,0,,,,,,,,
"13,603",Dan Gendur,20,Canada,71,205,R,"2,007",206,,61,22,27,49,62,20,12,4,4,8,8,-4,,
"13,929",Ryan Molle,18,Canada,74,207,D,"2,007",207,,61,1,4,5,52,-15,6,1,0,1,8,0,,
"15,031",Bryan Rufenach,18,Canada,71,185,D,"2,007",208,,31,11,21,32,28,0,,,,,,,,
"14,401",Drew Mackenzie,19,USA,74,203,D,"2,007",209,70,24,3,13,16,0,0,,,,,,,,
"12,540",Justin Courtnall,18,Canada,75,185,L,"2,007",210,181,58,5,9,14,83,0,12,0,2,2,19,0,,
"14,385",Trent Vogelhuber,19,USA,74,185,R,"2,007",211,,31,10,16,26,24,0,,,,,,,,
"11,054",Kyle Beach,18,Canada,75,209,L,"2,008",11,4,60,27,33,60,222,-4,4,0,0,0,4,-6,,
"6,058",Anton Gustafsson,18,Sweden,74,209,C,"2,008",21,5,38,16,20,36,65,0,2,1,0,1,2,0,,
"18,599",Daultan Leveille,18,Canada,72,185,C,"2,008",29,89,45,29,27,56,38,0,16,14,16,30,14,0,,
"17,517",Corey Trivino,18,Canada,73,190,C,"2,008",36,46,46,23,53,76,24,6,,,,,,,,
"11,102",Mitch Wahl,18,USA,72,205,C,"2,008",48,37,67,20,53,73,63,33,21,6,8,14,20,6,,
"18,597",Brandon Burlon,18,Canada,72,190,D,"2,008",52,57,32,7,17,24,41,0,12,2,6,8,10,0,,
"17,504",Danny Kristo,18,USA,72,194,R,"2,008",56,40,64,25,21,46,53,7,,,,,,,,
"19,041",Eric Mestery,18,Canada,76,194,D,"2,008",57,63,71,2,14,16,65,9,16,2,1,3,10,0,,
"11,865",Dmitri Kugryshev,18,Russia,71,192,R,"2,008",58,10,39,28,29,57,68,5,7,5,6,11,6,0,,
"19,060",Justin Daniels,19,USA,73,176,C,"2,008",62,102,25,17,37,54,10,0,,,,,,,,
"17,501",Robbie Czarnik,18,USA,72,190,C,"2,008",63,116,64,22,25,47,52,12,,,,,,,,
"12,401",Danick Paquette,18,Canada,72,207,R,"2,008",64,41,63,29,13,42,213,8,5,1,2,3,30,-1,,
"15,018",David Toews,18,Canada,70,181,C,"2,008",66,71,51,44,56,100,20,0,,,,,,,,
"14,091",James Livingston,18,Canada,73,192,R,"2,008",70,42,68,21,23,44,135,10,14,2,3,5,14,-1,,
"15,705",Josh Brittain,18,Canada,77,227,L,"2,008",71,114,75,28,24,52,110,-13,,,,,,,,
"12,570",Jyri Niemi,18,Finland,74,207,D,"2,008",72,29,49,14,20,34,57,-1,,,,,,,,
"11,870",Kirill Petrov,18,Russia,75,234,R,"2,008",73,2,53,15,19,34,60,4,8,1,1,2,0,3,,
"19,045",Mathieu Brodeur,18,Canada,78,216,D,"2,008",76,95,69,1,6,7,27,-1,11,0,0,0,6,-2,,
"18,598",Adam Comrie,18,USA,76,220,D,"2,008",80,81,58,10,18,28,90,17,4,0,0,0,4,-7,,
"18,596",Corey Fienhage,18,USA,75,216,D,"2,008",81,61,48,9,12,21,88,5,2,0,0,0,0,0,,
"15,531",Steve Quailer,19,USA,76,209,R,"2,008",86,127,60,19,30,49,55,16,4,1,2,3,4,2,,
"19,054",Ian Schultz,18,Canada,74,216,R,"2,008",87,94,67,15,15,30,128,10,16,2,7,9,19,5,,
"19,047",Geordie Wudrick,18,Canada,75,223,L,"2,008",88,69,66,20,24,44,72,10,12,5,2,7,6,4,,
"18,120",Scott Winkler,18,Norway,75,212,R,"2,008",89,132,75,42,57,99,40,6,,,,,,,,
"15,519",Max Nicastro,18,USA,74,190,D,"2,008",91,117,58,6,14,20,78,7,7,1,2,3,12,2,,
"19,048",Samuel Groulx,18,Canada,74,194,D,"2,008",92,161,70,5,20,25,100,5,11,0,3,3,14,0,,
"11,465",Vinny Saponari,18,USA,72,196,R,"2,008",94,122,65,13,29,42,82,14,,,,,,,,
"9,289",Mikhail Stefanovich,19,Belarus,74,214,W,"2,008",98,16,68,35,35,70,34,2,11,4,4,8,10,0,,
"14,504",Colin Long,19,USA,71,190,C,"2,008",99,,72,31,69,100,41,22,7,2,10,12,6,-1,,
"14,643",A.J. Jenks,18,USA,74,205,C,"2,008",100,20,68,26,29,55,94,-13,4,1,0,1,4,-9,,
"18,851",Justin Jokinen,19,USA,75,185,R,"2,008",101,60,37,26,31,57,58,0,,,,,,,,
"19,076",Jordon Southorn,18,Canada,73,185,D,"2,008",104,75,69,12,19,31,70,-10,4,0,1,1,4,-5,,
"19,181",Steven Delisle,18,Canada,78,234,D,"2,008",107,62,70,6,23,29,89,8,19,0,10,10,16,0,,
"14,399",Nick Larson,19,USA,74,207,L,"2,008",108,53,57,19,19,38,66,0,9,3,2,5,31,0,,
"13,497",Kelsey Tessier,18,Canada,69,179,C,"2,008",110,33,68,36,45,81,73,19,11,8,7,15,10,0,,
"19,044",Matt Delahey,19,Canada,73,212,D,"2,008",112,50,68,3,16,19,68,7,6,0,3,3,6,-9,,
"17,494",Ryan Hegarty,18,USA,72,207,D,"2,008",113,,62,7,19,26,64,12,,,,,,,,
"17,496",Sean Lorenz,18,USA,73,207,D,"2,008",115,,64,4,5,9,24,9,,,,,,,,
"14,431",Nathan Moon,18,Canada,71,194,R,"2,008",120,118,68,35,42,77,79,-25,,,,,,,,
"5,016",Nicklas Lasu,19,Sweden,72,181,C,"2,008",124,31,52,21,37,58,50,1,8,5,5,10,4,0,,
"3,705",Kristofer Berglund,20,Sweden,70,181,D,"2,008",125,14,70,4,31,35,46,11,,,,,,,,
"19,046",Joel Champagne,18,Canada,76,218,C,"2,008",129,87,70,18,22,40,45,1,6,1,1,2,6,-2,,
"11,844",Jerome Flaake,18,Germany,75,203,R,"2,008",130,22,87,41,54,95,90,5,4,2,4,6,41,0,,
"15,590",Prab Rai,19,Canada,71,190,R,"2,008",131,,72,20,45,65,21,31,11,2,4,6,4,4,,
"17,516",Jacob Lagace,18,Canada,70,201,C,"2,008",134,34,74,24,41,65,50,26,6,3,2,5,7,0,,
"18,243",Taylor Stefishen,18,Canada,72,185,L,"2,008",136,73,57,33,48,81,71,0,,,,,,,,
"19,034",Maxim Trunyov,18,Russia,72,198,R,"2,008",138,55,40,27,25,52,58,0,,,,,,,,
"12,120",Chris Doyle,18,Canada,72,194,C,"2,008",141,80,63,27,36,63,81,-18,4,1,5,6,6,-3,,
"19,224",Kory Nagy,19,Canada,70,194,C,"2,008",142,,57,5,12,17,47,-2,15,6,3,9,4,4,,
"6,870",Stefan Warg,18,Sweden,75,220,D,"2,008",143,,34,2,6,8,74,0,3,0,0,0,14,0,,
"11,607",Joel Broda,19,Canada,72,196,C,"2,008",144,58,73,30,23,53,74,-1,6,1,1,2,0,-6,,
"17,014",Eero Elo,18,Finland,76,203,L,"2,008",145,,52,16,21,37,48,3,,,,,,,,
"19,050",Julien Demers,19,Canada,74,218,D,"2,008",146,64,65,5,28,33,94,-5,4,0,2,2,0,-3,,
"19,070",Kyle Decoste,18,Canada,73,176,R,"2,008",147,,66,10,12,22,48,-9,5,0,0,0,2,0,,
"19,077",Julien Cayer,19,Canada,76,201,C,"2,008",151,77,42,24,32,56,56,0,,,,,,,,
"9,347",Justin Azevedo,20,Canada,67,174,C,"2,008",153,,67,43,81,124,69,24,20,10,26,36,33,10,,
"11,241",Anthony Nigro,18,Canada,71,190,C,"2,008",155,76,67,24,24,48,65,1,10,2,3,5,7,-1,,
"18,247",Brett Hextall,20,USA,70,185,C,"2,008",159,,54,24,48,72,52,0,,,,,,,,
"6,251",Mats Frshaug,20,Norway,74,214,C,"2,008",161,,65,23,27,50,65,-2,5,3,4,7,2,0,,
"3,706",Jonathan Carlsson,20,Sweden,74,187,D,"2,008",162,64,71,8,9,17,45,-8,4,2,0,2,0,0,,
"19,233",Nick Crawford,18,Canada,73,187,D,"2,008",164,,68,4,16,20,58,-1,4,1,1,2,2,-1,,
"19,232",Jeff Foss,20,USA,74,201,D,"2,008",166,,38,1,3,4,28,-5,,,,,,,,
"13,783",Joel Chouinard,18,Canada,73,187,D,"2,008",167,171,69,7,28,35,95,-13,6,2,0,2,4,-4,,
"19,231",Ryley Grantham,20,Canada,75,207,C,"2,008",168,,66,10,9,19,163,-6,6,0,0,0,8,-4,,
"19,228",Mitch Gaulton,18,Canada,72,185,D,"2,008",171,,20,2,5,7,19,-10,,,,,,,,
"17,509",David Wohlberg,18,USA,73,192,C,"2,008",172,189,66,22,12,34,91,14,,,,,,,,
"18,875",Nicholas Tremblay,20,Canada,72,190,C,"2,008",173,,57,51,59,110,67,0,,,,,,,,
"19,159",Greg Burke,18,USA,75,205,L,"2,008",174,175,40,21,25,46,46,0,,,,,,,,
"19,058",Matt Tassone,19,Canada,74,209,C,"2,008",176,108,60,19,17,36,111,16,12,3,5,8,12,5,,
"19,229",Braden Birch,19,Canada,72,190,D,"2,008",179,,32,1,6,7,21,0,19,0,2,2,4,0,,
"19,061",Stephen Johnston,18,Canada,73,174,L,"2,008",181,186,56,2,7,9,12,0,21,5,2,7,6,3,,
"16,048",Matias Sointu,18,Finland,70,165,L,"2,008",182,42,72,37,27,64,64,11,5,3,1,4,4,-1,,
"14,867",Garrett Roe,20,USA,68,181,C,"2,008",183,,39,18,27,45,55,-8,,,,,,,,
"19,151",Tim Billingsley,18,Canada,74,201,D,"2,008",189,,68,5,22,27,95,-8,2,0,0,0,2,-2,,
"18,885",Joe Gleason,18,USA,69,181,D,"2,008",192,188,18,6,26,32,14,0,,,,,,,,
"19,066",Drew Daniels,19,USA,74,192,D,"2,008",194,113,25,12,36,47,14,0,,,,,,,,
"19,074",Samuel Morneau,18,Canada,70,190,C,"2,008",195,92,68,23,19,42,54,16,5,0,1,1,8,0,,
"19,063",Mark Goggin,18,USA,71,185,C,"2,008",197,142,26,16,22,38,12,-3,,,,,,,,
"5,507",Alexander Deilert,19,Sweden,72,181,D,"2,008",198,,46,6,12,18,72,0,7,1,2,3,14,0,,
"3,707",Emil Sandin,20,Sweden,70,185,L,"2,008",199,,47,10,29,39,50,0,7,1,4,5,8,0,,
"19,049",Nathan Condon,18,USA,72,181,C,"2,008",200,70,47,53,51,104,16,0,,,,,,,,
"15,653",Jani Lajunen,18,Finland,74,214,C,"2,008",201,49,46,8,12,20,24,12,3,0,0,0,0,-2,,
"19,075",Harry Young,19,Canada,76,216,D,"2,008",202,97,68,2,12,14,155,13,5,0,1,1,8,-4,,
"15,017",David Carle,19,USA,72,185,D,"2,008",203,74,61,13,38,51,61,0,,,,,,,,
"19,177",Jean-Sebastien Berube,18,Canada,76,209,L,"2,008",205,124,64,12,12,24,118,18,17,1,3,4,16,0,,
"19,237",Patrick Johnson,19,USA,69,159,F,"2,008",206,,40,8,13,21,36,9,,,,,,,,
"17,498",Nick Pryor,18,USA,72,185,D,"2,008",208,,60,3,11,14,12,-2,,,,,,,,
"19,238",Mike Bergin,20,Canada,75,209,D,"2,008",209,,45,14,27,41,60,0,15,2,5,7,19,0,,
"19,239",Nicholas D'Agostino,18,Canada,74,203,D,"2,008",210,,46,5,18,23,22,0,10,0,3,3,8,0,,
"4,613",Jesper Samuelsson,20,Sweden,72,179,C,"2,008",211,,40,20,42,62,73,0,,,,,,,,
"8,459,069",Jiri Dopita,30,CZE,76,222,C,"1,998",123,,72,27,41,68,74,0,10,12,6,18,4,0,73,"1,082"
"8,464,963",Lance Ward,20,CAN,75,214,R,"1,998",63,,71,8,25,33,233,-7,5,0,0,0,16,0,209,"2,395"
"8,465,003",Pierre Dagenais,20,CAN,77,218,R,"1,998",105,,60,66,67,133,50,40,6,6,2,8,2,0,110,"1,320"
"8,465,016",Scott Parker,20,USA,77,240,R,"1,998",20,,71,30,22,52,243,-4,7,6,0,6,23,0,252,"1,401"
"8,465,020",Gordie Dwyer,20,CAN,75,202,L,"1,998",152,,59,18,27,45,365,6,14,4,9,13,67,0,108,616
"8,465,028",Boyd Kane,20,CAN,74,229,L,"1,998",114,,68,48,45,93,133,38,9,5,7,12,29,0,7,70
"8,465,165",Evgeny Korolev,20,RUS,73,214,D,"1,998",182,,64,9,31,40,75,-15,15,2,7,9,29,0,42,584
"8,466,130",Andrei Bashkirov,28,RUS,72,215,L,"1,998",132,,83,31,54,85,21,0,4,2,2,4,2,0,30,289
"8,466,145",Nick Boynton,20,CAN,73,218,D,"1,999",21,,56,12,54,66,87,53,14,2,15,17,22,0,299,"6,308"
"8,466,211",Robert Schnabel,20,CZE,77,232,D,"1,998",129,,61,1,22,23,143,0,5,0,0,0,16,0,22,303
"8,466,349",Kent McDonell,20,CAN,74,195,R,"1,999",181,,60,31,38,69,110,32,11,4,3,7,36,0,32,324
"8,466,394",Brad Moran,19,CAN,71,182,C,"1,998",191,,72,53,49,102,64,0,18,10,8,18,20,0,5,43
"8,466,398",Tom Kostopoulos,20,CAN,72,197,R,"1,999",204,135,66,27,60,87,114,0,25,19,16,35,32,0,155,"2,015"
"8,467,055",Patrik Stefan,19,CZE,74,205,C,"1,999",1,1,33,11,24,35,26,0,,,,,,,414,"6,367"
"8,467,329",Vincent Lecavalier,18,CAN,76,215,C,"1,998",1,1,65,45,72,117,121,0,18,15,26,41,46,0,467,"8,325"
"8,467,330",David Legwand,18,USA,74,207,C,"1,998",2,2,66,54,51,105,58,0,15,8,12,20,24,0,362,"5,972"
"8,467,331",Brad Stuart,19,CAN,74,215,D,"1,998",3,4,72,20,45,65,82,0,9,3,4,7,10,0,354,"7,453"
"8,467,332",Bryan Allen,18,CAN,77,223,D,"1,998",4,3,48,6,13,19,126,0,5,0,5,5,18,0,139,"2,041"
"8,467,333",Rico Fata,18,CAN,72,214,L,"1,998",6,10,64,43,33,76,110,0,16,9,5,14,49,0,173,"2,357"
"8,467,334",Manny Malhotra,18,CAN,74,207,C,"1,998",7,6,62,17,41,58,31,0,17,8,12,20,10,0,346,"3,453"
"8,467,335",Mark Bell,18,CAN,76,220,C,"1,998",8,16,55,34,26,60,87,0,13,6,5,11,14,0,257,"3,765"
"8,467,336",Mike Rupp,20,USA,77,235,L,"2,000",76,,58,32,21,53,134,4,13,5,5,10,22,0,199,"1,796"
"8,467,337",Jeff Heerema,18,CAN,74,212,R,"1,998",11,13,63,32,40,72,88,0,5,4,1,5,10,0,32,319
"8,467,338",Alex Tanguay,19,CAN,73,194,L,"1,998",12,14,58,49,39,88,34,0,5,7,6,13,4,0,379,"6,661"
"8,467,342",Eric Chouinard,18,USA,75,215,C,"1,998",16,19,72,45,44,89,22,0,14,7,10,17,6,0,89,969
"8,467,343",Martin Skoula,19,CZE,75,226,D,"1,998",17,8,66,8,36,44,36,0,6,1,3,4,4,0,404,"7,929"
"8,467,344",Robyn Regehr,18,BRA,75,222,D,"1,998",19,12,65,4,10,14,120,0,5,0,3,3,8,0,363,"7,615"
"8,467,345",Mathieu Biron,18,CAN,78,233,D,"1,998",21,7,59,8,28,36,60,0,6,0,1,1,10,0,201,"3,362"
"8,467,346",Simon Gagne,18,CAN,73,195,L,"1,998",22,17,53,30,39,69,26,0,12,11,5,16,23,0,354,"5,994"
"8,467,347",Milan Kraft,18,CZE,76,212,C,"1,998",23,6,40,22,26,48,12,0,1,0,0,0,0,0,207,"2,778"
"8,467,348",Christian Backman,18,SWE,76,210,D,"1,998",24,4,38,11,21,32,16,0,7,2,3,5,6,0,70,"1,325"
"8,467,349",Jiri Fischer,18,CZE,77,229,D,"1,998",25,9,70,3,19,22,112,0,11,1,4,5,16,0,283,"4,679"
"8,467,350",Mike Van Ryn,19,CAN,73,213,D,"1,998",26,15,45,4,14,18,48,0,,,,,,,148,"3,031"
"8,467,351",Scott Gomez,19,USA,71,200,C,"1,998",27,20,52,13,37,50,59,0,,,,,,,394,"6,370"
"8,467,352",Vitaly Vishnevski,18,UKR,74,215,D,"1,998",5,2,60,11,17,28,194,0,,,,,,,334,"5,662"
"8,467,353",Nik Antropov,18,KAZ,78,245,C,"1,998",10,17,54,38,61,99,70,0,,,,,,,263,"3,490"
"8,467,354",Dmitri Kalinin,18,RUS,75,210,D,"1,998",18,1,32,0,4,4,30,0,,,,,,,283,"5,866"
"8,467,355",Andrew Peters,18,CAN,76,240,L,"1,998",34,28,60,11,7,18,220,0,7,2,0,2,19,0,42,175
"8,467,356",Ramzi Abid,20,CAN,74,210,L,"2,000",85,,72,67,91,158,209,39,14,16,17,33,26,0,68,824
"8,467,357",Jonathan Cheechoo,18,CAN,73,206,R,"1,998",29,21,64,31,45,76,62,0,10,4,2,6,10,0,147,"2,018"
"8,467,358",Kyle Rossiter,18,CAN,75,220,D,"1,998",30,25,61,6,16,22,190,0,19,0,3,3,38,0,11,129
"8,467,359",Artem Chubarov,19,RUS,73,205,C,"1,998",31,3,37,4,6,10,4,0,,,,,,,228,"3,034"
"8,467,360",Stephen Peat,18,CAN,74,235,R,"1,998",32,30,63,6,12,18,189,0,5,0,0,0,8,0,129,727
"8,467,361",Blair Betts,18,CAN,75,210,C,"1,998",33,18,71,35,41,76,38,0,11,4,6,10,8,0,35,402
"8,467,362",Chris Nielsen,18,TZA,74,214,R,"1,998",36,26,68,22,29,51,31,0,18,2,4,6,10,0,52,553
"8,467,363",Christian Berglund,18,SWE,71,195,L,"1,998",37,7,30,23,19,42,88,0,2,0,0,0,0,0,86,954
"8,467,365",John Erskine,18,CAN,76,220,D,"1,998",39,29,55,0,9,9,205,0,16,0,5,5,25,0,81,929
"8,467,369",Ossi Vaananen,18,FIN,76,215,D,"1,998",43,13,44,3,9,12,52,0,7,0,2,2,16,0,303,"5,895"
"8,467,370",Mike Fisher,18,CAN,73,216,C,"1,998",44,41,66,24,25,49,65,0,9,2,2,4,13,0,248,"3,529"
"8,467,371",Mike Ribeiro,18,CAN,72,179,C,"1,998",45,,67,40,85,125,55,0,6,3,1,4,0,0,197,"2,782"
"8,467,372",Justin Papineau,20,CAN,71,180,C,"2,000",75,,60,40,36,76,52,18,16,4,12,16,16,0,81,696
"8,467,373",Norman Milley,18,CAN,72,211,R,"1,998",47,48,62,33,41,74,48,0,10,0,1,1,4,0,15,168
"8,467,374",Jonathan Girard,18,CAN,71,192,D,"1,998",48,42,64,20,47,67,44,0,16,2,16,18,13,0,150,"2,574"
"8,467,376",Jaroslav Kristek,18,CZE,73,185,R,"1,998",50,40,54,14,15,29,28,0,,,,,,,6,70
"8,467,378",Bobby Allen,20,USA,72,201,D,"1,998",52,34,40,7,21,28,49,0,,,,,,,1,3
"8,467,379",Steve Moore,20,CAN,74,205,C,"1,998",53,24,33,10,23,33,46,0,,,,,,,69,840
"8,467,381",Ryan Barnes,18,CAN,73,201,L,"1,998",55,,46,13,18,31,111,0,10,0,2,2,24,0,2,5
"8,467,383",Tyler Bouck,18,CAN,72,196,L,"1,998",57,,65,11,26,37,90,0,11,1,0,1,21,0,73,646
"8,467,384",Chris Bala,20,USA,73,193,L,"1,998",58,47,33,16,14,30,23,0,,,,,,,6,34
"8,467,386",Denis Arkhipov,19,RUS,75,215,C,"1,998",60,54,29,2,2,4,2,0,,,,,,,273,"3,888"
"8,467,387",Joe Dipenta,19,CAN,74,220,D,"1,998",61,33,38,2,16,18,50,0,,,,,,,3,47
"8,467,388",Paul Manning,19,CAN,76,208,D,"1,998",62,38,30,1,5,6,16,0,,,,,,,8,104
"8,467,389",Brad Richards,18,CAN,72,199,C,"1,998",64,,68,33,82,115,44,0,19,8,24,32,2,0,326,"6,257"
"8,467,392",Alex Henry,19,CAN,78,231,D,"1,998",67,31,62,5,9,14,97,0,16,0,3,3,14,0,112,"1,216"
"8,467,393",Jarkko Ruutu,23,FIN,73,204,L,"1,998",68,,47,11,10,21,182,0,9,7,4,11,10,0,185,"1,929"
"8,467,396",Erik Cole,20,USA,74,205,L,"1,998",71,40,34,11,20,31,55,0,,,,,,,214,"3,647"
"8,467,397",Dimitri Afanasenkov,18,RUS,74,209,L,"1,998",72,10,48,14,7,21,20,0,,,,,,,85,"1,004"
"8,467,399",Julien Vauclair,19,CHE,72,200,D,"1,998",74,12,53,9,8,17,34,0,7,0,0,0,25,0,1,13
"8,467,400",Francois Beauchemin,18,CAN,73,208,D,"1,998",75,50,70,12,35,47,132,0,16,1,3,4,23,0,1,17
"8,467,402",Mike Pandolfo,19,USA,75,220,L,"1,998",77,39,28,29,23,52,18,0,,,,,,,3,25
"8,467,403",Peter Nordstrom,24,SWE,73,200,R,"1,998",78,,45,6,19,25,46,0,12,5,7,12,8,0,2,16
"8,467,407",Brian Gionta,19,USA,67,178,R,"1,998",82,,40,30,32,62,44,0,,,,,,,166,"2,403"
"8,467,408",Matt Walker,18,CAN,76,215,D,"1,998",83,,64,2,13,15,124,0,20,0,0,0,23,0,30,337
"8,467,412",Alexei Ponikarovsky,18,UKR,76,225,L,"1,998",87,91,24,1,2,3,30,0,,,,,,,116,"1,237"
"8,467,414",Ryan Jardine,18,CAN,72,210,L,"1,998",89,,65,28,32,60,16,0,,,,,,,8,71
"8,467,416",Josef Vasicek,18,CZE,77,214,C,"1,998",91,21,34,13,20,33,0,0,,,,,,,293,"4,297"
"8,467,417",Eric Beaudoin,18,CAN,77,220,L,"1,998",92,,62,9,13,22,43,0,17,3,4,7,8,0,53,596
"8,467,418",Tommy Vestlund,24,SWE,72,202,L,"1,998",93,,46,29,9,38,45,0,3,0,1,1,0,0,203,"2,023"
"8,467,421",Mikko Jokela,18,FIN,73,212,D,"1,998",96,15,54,8,13,21,40,0,,,,,,,1,5
"8,467,422",Rob Davison,18,CAN,74,215,D,"1,998",98,,59,0,11,11,200,0,,,,,,,70,"1,058"
"8,467,423",Shawn Horcoff,20,CAN,73,210,C,"1,998",99,,34,14,13,27,50,0,,,,,,,268,"3,595"
"8,467,425",Petr Schastlivy,19,RUS,73,204,L,"1,998",101,,51,15,9,24,34,0,,,,,,,129,"1,455"
"8,467,427",Kip Brennan,18,CAN,76,230,L,"1,998",103,,48,0,10,10,188,0,,,,,,,46,219
"8,467,428",Krys Barch,18,CAN,74,225,R,"1,998",106,,65,9,27,36,62,0,16,4,3,7,16,0,0,0
"8,467,429",Chris Corrinet,20,USA,75,220,R,"1,998",107,,31,3,6,9,22,0,,,,,,,8,81
"8,467,436",Jay Leach,19,USA,77,220,D,"1,998",115,,39,0,9,9,37,0,,,,,,,0,0
"8,467,438",Miroslav Zalesak,18,SVK,73,211,R,"1,998",104,18,57,40,35,75,30,0,,,,,,,12,119
"8,467,439",Jaroslav Spacek,24,CZE,72,210,D,"1,998",117,,57,12,19,31,69,0,12,2,5,7,14,0,420,"9,069"
"8,467,440",Mike Siklenka,19,CAN,77,240,R,"1,998",118,,54,10,17,27,120,0,,,,,,,2,6
"8,467,444",Patrick Leahy,19,USA,75,200,R,"1,998",122,,28,0,1,1,24,0,,,,,,,6,33
"8,467,445",Francis Belanger,20,CAN,74,233,L,"1,998",124,,63,40,33,73,381,0,17,14,8,22,61,0,10,45
"8,467,450",Tomas Kloucek,18,CZE,75,235,D,"1,998",131,80,43,1,9,10,0,0,,,,,,,140,"1,723"
"8,467,452",Rob Scuderi,20,USA,73,216,D,"1,998",134,,42,0,24,24,12,0,,,,,,,13,261
"8,467,461",Ryan Flinn,18,CAN,76,235,L,"1,998",143,,59,4,12,16,217,0,15,1,0,1,63,0,29,139
"8,467,463",Mikael Samuelsson,22,SWE,74,218,R,"1,998",145,,51,16,10,26,80,0,,,,,,,188,"2,475"
"8,467,466",Trent Hunter,18,CAN,75,217,R,"1,998",150,,60,13,14,27,34,0,8,1,0,1,4,0,85,"1,302"
"8,467,468",Pavel Patera,27,CZE,73,181,L,"1,998",153,,61,16,23,39,62,0,,,,,,,32,458
"8,467,469",Allan Rourke,18,CAN,74,215,D,"1,998",154,,48,5,17,22,59,0,6,1,1,2,6,0,25,311
"8,467,475",Jesse Fibiger,20,CAN,75,215,D,"1,998",178,,40,3,6,9,82,0,,,,,,,16,97
"8,467,478",Kent Huskins,19,CAN,76,210,D,"1,998",156,,35,2,8,10,46,0,,,,,,,0,0
"8,467,483",Tyler Arnason,19,USA,71,204,C,"1,998",183,,52,37,45,82,16,0,4,1,1,2,2,0,185,"2,744"
"8,467,488",Erik Westrum,19,USA,72,204,C,"1,998",187,,39,6,12,18,43,0,,,,,,,15,240
"8,467,491",Rickard Wallin,18,SWE,74,195,C,"1,998",160,25,35,22,32,54,48,0,2,1,1,2,2,0,19,246
"8,467,493",Chris Neil,19,CAN,73,209,R,"1,998",161,,59,26,29,55,231,0,,,,,,,222,"1,846"
"8,467,496",Andrei Markov,20,RUS,72,200,D,"1,998",162,46,50,13,7,20,89,0,,,,,,,267,"5,350"
"8,467,499",Tomas Zizka,19,CZE,73,198,D,"1,998",163,20,44,3,7,10,2,0,,,,,,,25,408
"8,467,500",Tomas Divisek,19,CZE,74,210,R,"1,998",195,78,49,22,16,38,20,0,,,,,,,5,48
"8,467,502",Ales Kotalik,20,CZE,73,225,R,"1,998",164,34,47,9,7,16,14,0,,,,,,,143,"2,141"
"8,467,510",Petr Svoboda,18,CZE,75,216,D,"1,998",35,14,31,1,4,5,16,0,,,,,,,18,269
"8,467,514",Pavel Datsyuk,20,RUS,71,194,C,"1,998",171,,46,10,13,23,8,0,,,,,,,209,"3,313"
"8,467,516",Niko Kapanen,20,FIN,68,180,C,"1,998",173,,57,11,24,35,46,0,,,,,,,158,"2,060"
"8,467,519",Karlis Skrastins,24,LVA,74,208,D,"1,998",230,,54,4,16,20,73,0,4,0,0,0,0,0,389,"7,958"
"8,467,527",Jan Mertzig,28,SWE,76,218,D,"1,998",235,,45,7,8,15,27,0,3,1,0,1,4,0,23,277
"8,467,531",Jonas Frogren,18,SWE,73,189,D,"1,998",206,33,34,5,9,14,12,0,2,1,0,1,0,0,0,0
"8,467,534",Johan Witehall,26,SWE,73,198,L,"1,998",207,,47,15,4,19,36,0,2,0,0,0,2,0,54,497
"8,467,535",Jaroslav Svoboda,18,CZE,75,201,L,"1,998",208,55,49,14,22,36,0,0,,,,,,,91,"1,093"
"8,467,540",Jim Fahey,19,USA,72,205,D,"1,998",212,,24,12,32,44,28,0,,,,,,,58,"1,042"
"8,467,541",Petr Hubacek,19,CZE,74,185,C,"1,998",243,,65,15,15,30,0,0,,,,,,,6,68
"8,467,543",Toby Petersen,20,USA,70,195,C,"1,998",244,,47,16,19,35,34,0,,,,,,,91,"1,128"
